Student_ID,Age,Gender,Year_of_Study,Department,Residence_Type,Attendance_Percent,Study_Hours_Per_Day,Previous_GPA,Backlogs,Sleep_Hours,Screen_Time_Hours,Exercise_Freq_Per_Week,Social_Activity_Score,Part_Time_Job,Family_Income_Bracket,Financial_Stress_Score,Family_Support_Score,Stress_Level,Anxiety_Score,Motivation_Score,Peer_Pressure_Score,Counseling_Access,Burnout_Level,Dropout_Risk
STU00150,20,Female,1,Business,PG/Rented,100.0,3.5,9.3,1.0,6.9,4.5,5,4.8,No,Upper-Middle,0.0,8.3,4.5,4.4,,2.6,No,Low,No
STU00151,23,Female,3,Business,PG/Rented,95.5,2.9,5.35,3.0,4.3,5.6,0,7.2,No,Middle,5.8,5.6,6.2,4.0,7.4,4.2,No,Low,No
STU00152,18,Female,3,Science,Day Scholar,85.6,2.5,7.68,1.0,5.0,5.4,1,3.5,Yes,Upper-Middle,4.6,4.4,6.2,6.9,5.8,2.7,No,High,Yes
STU00153,19,Female,2,Business,PG/Rented,96.8,,6.68,1.0,4.4,0.5,0,5.8,No,High,7.8,4.2,6.6,0.9,,7.8,No,Low,No
STU00154,17,Female,2,Science,Day Scholar,71.7,0.8,9.74,1.0,2.5,3.7,3,1.9,Yes,High,4.9,7.1,3.8,,4.7,4.5,No,Medium,Yes
STU00155,21,Male,2,Engineering,Day Scholar,60.5,3.6,7.57,0.0,6.8,6.5,1,,No,High,9.1,8.5,6.3,7.4,9.2,2.5,No,Low,Yes
STU00156,17,Male,2,Medicine,PG/Rented,82.8,2.5,7.25,0.0,5.8,5.4,3,6.5,Yes,Middle,4.5,7.3,4.5,3.2,4.2,2.7,No,Medium,No
STU00157,24,Male,2,Science,Hostel,77.1,3.6,6.69,0.0,6.8,6.5,1,9.1,No,Lower-Middle,7.6,5.5,7.1,5.3,1.4,5.5,Yes,High,Yes
STU00158,17,Female,3,Medicine,Day Scholar,75.0,3.8,5.82,3.0,6.3,,7,6.9,No,Low,1.6,2.5,3.7,8.7,2.8,0.9,No,High,Yes
STU00159,17,Male,3,Engineering,PG/Rented,96.2,5.0,7.24,0.0,6.6,3.7,3,4.2,No,Lower-Middle,0.0,5.1,6.1,5.3,2.7,4.1,Yes,Low,No
STU00160,18,Female,2,Arts,Day Scholar,80.5,3.4,4.86,4.0,8.2,4.4,2,1.9,No,High,4.9,3.7,5.4,9.7,3.9,2.8,Yes,Medium,Yes
STU00161,18,Female,3,Arts,Day Scholar,82.0,4.9,4.93,1.0,6.2,5.2,1,6.0,No,Upper-Middle,1.8,9.5,9.2,,7.9,4.2,No,Low,No
STU00162,22,Female,1,,PG/Rented,73.1,2.7,8.22,0.0,7.2,7.2,2,4.3,Yes,Middle,4.9,5.6,7.7,3.6,4.6,4.7,No,Medium,Yes
STU00163,23,Other,1,Business,Day Scholar,91.2,2.8,4.33,1.0,5.7,5.0,2,5.7,No,Middle,4.0,7.2,8.2,2.2,2.7,4.3,Yes,Medium,Yes
STU00164,21,,4,Engineering,,88.5,3.1,6.35,0.0,7.4,1.6,4,3.6,No,Lower-Middle,6.4,5.7,4.0,3.7,2.4,4.0,No,Medium,Yes
STU00165,17,Female,2,Science,Hostel,91.1,4.4,5.33,0.0,4.3,5.1,1,4.7,Yes,Middle,2.6,7.4,4.7,,5.4,4.8,Yes,Low,No
STU00166,17,,1,,Hostel,,4.2,6.24,0.0,3.4,7.1,5,1.6,Yes,Upper-Middle,6.0,8.1,5.5,5.8,8.7,8.0,No,High,Yes
STU00167,19,Female,1,Engineering,Hostel,97.6,3.4,7.06,1.0,9.4,8.5,1,,Yes,Middle,7.0,10.0,7.8,6.5,6.0,7.0,Yes,Medium,Yes
STU00168,18,Male,1,Science,Day Scholar,100.0,1.2,8.18,0.0,9.0,,2,2.6,Yes,Lower-Middle,4.5,5.5,6.3,3.0,7.5,3.8,No,Low,No
STU00169,21,Male,4,Business,Day Scholar,90.6,,8.5,0.0,3.3,2.2,1,6.7,No,Middle,6.1,8.8,4.0,3.3,6.3,6.0,No,Low,Yes
STU00170,22,Female,3,Engineering,PG/Rented,65.9,1.8,5.51,0.0,6.1,4.6,2,3.3,Yes,Lower-Middle,2.7,7.1,4.1,6.2,2.3,5.9,No,High,Yes
STU00171,23,Female,4,Law,Day Scholar,66.0,1.7,6.15,0.0,6.4,6.5,2,7.8,No,High,4.1,5.2,7.9,9.4,6.8,3.7,No,High,Yes
STU00172,20,Male,3,Law,Day Scholar,72.4,1.4,10.0,1.0,7.3,7.4,0,3.4,Yes,Lower-Middle,1.9,5.4,6.3,2.6,3.1,4.4,No,Medium,Yes
STU00173,23,Female,2,Arts,Hostel,69.5,3.1,6.45,3.0,8.8,6.6,4,9.2,No,High,,7.5,5.6,4.8,4.6,,No,Medium,Yes
STU00174,24,Female,2,Engineering,,76.9,5.1,5.56,0.0,4.6,4.9,2,1.1,No,Lower-Middle,7.8,5.8,5.4,,4.0,3.0,No,High,Yes
STU00175,17,Female,3,Science,Day Scholar,87.5,1.7,5.8,2.0,4.7,7.4,3,5.8,No,Lower-Middle,8.8,,7.3,5.3,5.3,4.0,No,High,Yes
STU00176,22,Female,1,Business,Hostel,82.3,5.9,6.46,3.0,,4.1,0,5.1,Yes,Middle,7.8,8.0,3.4,2.4,5.0,4.1,No,Medium,No
STU00177,24,Female,4,Business,Hostel,81.0,4.7,6.25,0.0,4.8,5.9,2,2.6,No,Upper-Middle,3.5,,5.6,5.2,4.7,4.0,Yes,Low,No
STU00178,21,,4,Business,Hostel,74.4,0.9,6.47,2.0,2.1,7.1,1,3.9,Yes,Middle,1.5,6.6,5.7,7.7,4.9,3.9,Yes,High,Yes
STU00179,20,Female,2,Arts,Hostel,76.9,2.6,6.77,1.0,5.9,6.8,3,4.5,Yes,Lower-Middle,4.0,4.0,3.0,1.4,6.1,5.4,No,Medium,Yes
STU00180,18,Female,4,Arts,Day Scholar,89.9,1.5,6.76,2.0,7.5,6.8,1,5.5,Yes,Low,6.1,7.4,5.1,7.2,4.9,4.6,Yes,High,Yes
STU00181,22,Other,4,Business,Hostel,47.8,4.3,5.46,3.0,,6.8,7,3.1,No,Middle,4.3,5.4,10.0,2.4,5.1,5.8,No,High,Yes
STU00182,22,Female,3,Arts,Day Scholar,77.8,1.6,7.32,0.0,7.1,3.2,2,5.9,No,Low,,10.0,3.8,5.6,9.7,9.5,No,Low,No
STU00183,17,Male,1,Medicine,PG/Rented,82.3,0.6,6.97,1.0,6.9,5.5,0,5.2,No,Lower-Middle,6.7,5.4,5.8,6.1,7.7,3.4,No,Medium,No
STU00184,25,,2,Business,Day Scholar,89.8,2.7,7.5,0.0,4.7,3.5,3,6.6,No,Middle,1.3,6.5,1.3,5.8,4.5,4.9,Yes,Low,Yes
STU00185,22,Male,2,Science,PG/Rented,62.8,5.1,4.4,1.0,6.3,4.9,5,3.3,No,Low,4.0,7.9,5.2,4.3,5.7,5.5,No,Medium,Yes
STU00186,19,Male,1,Medicine,Day Scholar,62.1,2.9,7.02,0.0,3.9,2.9,1,4.2,No,Low,9.0,7.6,,6.5,5.6,6.7,No,High,No
STU00187,20,Female,1,Business,Day Scholar,86.8,3.8,4.02,0.0,5.4,6.3,1,7.9,No,Low,5.1,9.6,4.8,2.2,5.7,5.4,No,Medium,No
STU00188,20,Female,3,Business,PG/Rented,49.4,3.9,6.55,0.0,6.3,1.2,1,3.2,No,High,7.5,8.0,6.4,7.0,5.5,2.3,Yes,Low,No
STU00189,19,Female,1,Arts,Hostel,98.0,0.8,7.72,,6.2,6.9,2,2.2,Yes,Lower-Middle,5.8,10.0,3.2,,5.7,3.2,No,Low,No
STU00190,19,,3,Arts,PG/Rented,81.4,1.8,8.26,0.0,4.3,5.5,1,3.7,No,High,2.7,7.5,6.0,5.7,5.0,4.8,No,Low,Yes
STU00191,19,Female,4,Science,Hostel,100.0,3.2,7.27,2.0,4.6,9.7,4,1.4,No,Lower-Middle,6.7,9.4,3.9,4.2,4.2,3.1,No,Low,Yes
STU00192,20,Female,4,Business,Day Scholar,61.7,2.3,7.75,0.0,,5.0,2,8.3,No,Upper-Middle,4.9,5.5,2.8,8.4,,1.5,Yes,Low,No
STU00193,23,Female,1,Law,,71.5,5.9,6.38,0.0,7.4,5.0,3,4.4,No,Lower-Middle,1.6,10.0,7.5,6.0,1.9,2.9,No,Low,No
STU00194,20,Female,4,Engineering,Day Scholar,41.9,1.2,6.09,1.0,5.9,7.0,2,4.5,No,Middle,1.2,5.7,3.6,6.4,7.0,2.9,No,High,Yes
STU00195,25,Female,1,Engineering,Day Scholar,66.1,1.7,10.0,1.0,,5.2,0,,No,Upper-Middle,5.9,9.8,4.7,6.7,6.5,2.5,Yes,Low,No
STU00196,17,Male,1,Arts,Day Scholar,75.2,3.7,,0.0,7.6,6.1,1,3.5,Yes,Upper-Middle,9.9,8.5,4.4,4.5,9.7,,Yes,Medium,No
STU00197,24,Female,3,Business,Hostel,48.6,2.2,,2.0,5.0,7.7,5,4.6,No,Upper-Middle,2.5,6.6,5.9,5.6,3.0,5.1,Yes,High,Yes
STU00198,23,Male,2,Engineering,Hostel,72.1,0.0,4.37,0.0,8.8,4.9,4,3.5,No,Upper-Middle,2.8,9.8,5.6,5.4,4.7,4.7,Yes,Low,No
STU00199,18,Male,2,Business,Hostel,48.2,6.3,6.15,0.0,4.2,8.1,1,1.5,No,Lower-Middle,5.9,6.5,5.2,6.4,8.0,6.3,No,High,Yes
STU00200,24,Female,2,Engineering,,74.1,1.5,8.47,1.0,7.8,1.8,3,5.1,No,Middle,2.0,9.5,4.1,4.0,6.3,8.1,No,Low,Yes
STU00201,17,Male,1,Engineering,PG/Rented,95.2,4.1,6.87,0.0,7.0,9.0,2,7.1,Yes,Middle,10.0,7.3,5.0,3.4,8.9,5.3,Yes,Low,No
STU00202,25,Female,1,Law,Hostel,77.5,1.2,3.69,0.0,9.8,1.6,3,5.2,No,Upper-Middle,3.0,,6.1,7.6,8.6,6.5,No,Medium,No
STU00203,25,Male,2,Engineering,PG/Rented,100.0,,6.55,0.0,4.5,8.5,1,6.8,No,Lower-Middle,3.9,7.2,5.7,6.7,0.4,3.5,No,High,Yes
STU00204,18,Female,3,,PG/Rented,89.8,0.6,6.8,3.0,2.7,1.4,1,2.8,No,High,3.1,6.6,7.7,,6.0,2.7,Yes,Low,No
STU00205,23,Male,3,Science,Hostel,98.2,2.0,3.42,1.0,8.1,,1,3.5,No,Middle,7.1,5.5,7.0,9.2,6.1,6.3,No,High,Yes
STU00206,19,Other,1,Medicine,Day Scholar,66.5,2.2,6.83,1.0,4.0,5.9,1,2.4,Yes,Middle,10.0,7.0,7.7,3.7,5.5,6.3,Yes,High,Yes
STU00207,23,Female,2,Engineering,Hostel,66.2,3.0,5.38,0.0,7.1,3.4,2,,Yes,Lower-Middle,3.4,7.4,8.2,5.3,4.6,6.1,No,High,Yes
STU00208,25,Male,1,Medicine,Hostel,83.2,,4.23,0.0,8.0,9.6,2,4.4,,Middle,7.0,1.1,5.9,7.6,8.8,4.8,Yes,Medium,No
STU00209,20,Female,1,Arts,Hostel,54.3,0.9,9.05,0.0,6.8,3.1,0,4.3,No,Upper-Middle,2.0,7.6,7.2,7.6,5.4,2.9,No,High,Yes
STU00210,17,Other,3,Arts,Day Scholar,85.1,2.4,5.32,0.0,6.5,5.0,1,6.3,No,Middle,7.2,8.1,6.2,3.4,0.0,3.5,Yes,Medium,Yes
STU00211,18,Male,1,Arts,Day Scholar,73.1,5.5,5.87,1.0,6.8,11.2,0,4.1,No,High,9.0,9.7,8.2,6.1,4.6,6.8,No,High,Yes
STU00212,17,Male,1,Science,Day Scholar,97.9,5.3,5.85,1.0,7.5,6.4,2,7.2,Yes,Upper-Middle,8.3,3.8,2.0,4.3,9.8,3.3,No,Low,No
STU00213,21,Female,3,Business,Day Scholar,88.2,3.9,6.8,1.0,7.1,1.0,0,5.5,Yes,Middle,5.3,4.3,4.9,5.9,3.2,4.9,Yes,Medium,No
STU00214,21,Female,3,Science,Hostel,94.5,4.3,9.27,0.0,4.4,4.9,3,4.3,No,Upper-Middle,2.6,7.0,6.3,4.7,8.1,3.0,No,Low,No
STU00215,23,Female,3,Arts,Day Scholar,66.7,6.5,5.13,1.0,8.9,,2,1.9,No,Middle,5.0,4.9,6.6,4.1,7.7,4.1,Yes,Low,Yes
STU00216,25,Female,1,Science,PG/Rented,93.7,4.1,6.37,1.0,6.3,5.9,2,6.3,No,Middle,4.3,3.9,5.5,2.9,5.0,2.3,No,Low,No
STU00217,25,Male,1,Law,Hostel,99.7,4.2,6.97,2.0,7.0,5.4,4,5.6,No,Lower-Middle,4.0,5.6,2.2,7.6,5.9,4.4,No,Low,No
STU00218,19,Male,1,Engineering,Hostel,77.4,0.7,5.58,0.0,7.3,6.7,2,5.7,No,Lower-Middle,5.5,5.7,5.1,3.4,5.4,3.5,No,Medium,Yes
STU00219,19,Female,1,Law,Day Scholar,,1.4,6.35,1.0,7.9,2.1,1,5.7,Yes,Middle,,4.3,7.1,8.2,4.4,1.1,Yes,High,Yes
STU00220,19,Male,3,Engineering,Hostel,67.2,3.1,7.63,0.0,7.8,4.3,0,3.9,No,Upper-Middle,6.6,4.3,4.9,4.4,4.1,5.8,Yes,Medium,Yes
STU00221,20,Male,4,,Day Scholar,96.6,1.9,5.74,1.0,6.4,6.2,1,,Yes,Lower-Middle,6.6,6.2,,6.1,8.5,5.7,No,High,Yes
STU00222,24,Female,3,Engineering,Hostel,100.0,1.6,6.33,1.0,6.3,3.8,1,4.1,,Lower-Middle,4.9,3.3,9.3,8.4,5.1,4.6,Yes,High,Yes
STU00223,22,Female,3,Business,Hostel,63.3,1.8,6.2,0.0,6.8,7.9,2,7.5,No,Middle,6.0,3.3,5.1,4.1,3.9,2.3,No,High,Yes
STU00224,24,Female,2,Arts,Hostel,62.1,0.9,6.65,1.0,7.9,3.9,1,4.4,No,Low,8.0,6.7,5.2,6.0,6.7,2.3,Yes,High,No
STU00225,17,Female,3,Engineering,Hostel,91.8,1.9,7.14,0.0,4.5,5.8,4,3.8,Yes,Upper-Middle,3.8,9.8,5.9,6.1,6.4,9.2,No,Medium,No
STU00226,24,Female,2,Engineering,Day Scholar,66.7,3.7,7.62,0.0,7.2,5.3,1,7.6,No,Upper-Middle,5.0,8.1,6.0,,2.4,0.0,No,Low,No
STU00227,20,Female,2,Law,Day Scholar,93.3,6.1,,0.0,4.9,3.3,2,7.4,No,Lower-Middle,2.6,9.2,5.8,5.5,4.1,2.3,Yes,Low,No
STU00228,17,Female,2,Science,PG/Rented,85.0,4.5,3.08,0.0,9.0,5.6,0,5.5,,Upper-Middle,6.1,2.5,6.3,6.6,1.9,8.8,No,High,Yes
STU00229,24,Male,1,Science,PG/Rented,77.6,4.2,6.57,0.0,6.8,2.6,1,4.7,Yes,Middle,5.5,3.4,3.1,8.7,10.0,9.4,No,Medium,Yes
STU00230,20,Male,2,Medicine,Day Scholar,84.6,0.6,4.89,0.0,5.6,4.5,2,4.2,No,Middle,6.1,6.5,5.3,4.1,4.7,7.9,No,Medium,Yes
STU00231,22,Female,4,Science,PG/Rented,83.7,3.4,6.26,0.0,6.8,5.6,2,4.9,No,Lower-Middle,2.7,8.3,3.0,5.8,4.1,5.6,No,Medium,Yes
STU00232,24,Female,1,Engineering,Hostel,75.3,3.1,8.03,2.0,,2.4,5,3.3,No,Middle,6.8,7.9,5.6,4.7,4.4,3.2,Yes,Low,No
STU00233,20,Male,1,Business,Day Scholar,51.7,3.7,8.48,2.0,6.0,6.9,3,6.0,,Upper-Middle,5.2,3.5,6.7,5.4,,1.1,Yes,Medium,Yes
STU00234,19,Male,2,Science,Day Scholar,80.7,2.6,8.54,1.0,3.5,6.1,0,8.3,No,Lower-Middle,7.4,9.0,5.2,3.7,5.1,5.3,No,Low,No
STU00235,25,Male,3,Business,Hostel,100.0,5.9,8.53,1.0,4.7,6.7,1,6.1,Yes,Lower-Middle,4.0,6.3,3.6,4.6,8.1,3.0,No,Low,No
STU00236,19,Male,3,Science,Day Scholar,53.9,3.3,6.56,0.0,6.0,5.5,0,2.8,No,,6.6,,4.6,8.3,,7.4,No,High,Yes
STU00237,25,Female,3,Engineering,Hostel,63.5,3.4,8.76,1.0,3.7,3.0,2,5.9,No,Lower-Middle,6.0,5.2,9.1,5.3,2.6,0.8,Yes,High,Yes
STU00238,18,,1,Business,Day Scholar,84.4,0.1,9.04,0.0,5.3,5.5,2,5.4,No,Lower-Middle,8.5,3.1,8.4,5.2,3.1,4.9,No,High,Yes
STU00239,18,Female,3,Arts,PG/Rented,78.6,3.0,6.99,1.0,5.5,6.9,5,5.9,No,Lower-Middle,4.7,8.4,4.4,3.1,5.9,,No,Low,No
STU00240,18,Female,2,Arts,PG/Rented,84.2,5.0,8.45,2.0,5.0,2.9,2,3.4,No,High,3.7,7.5,4.4,7.4,3.8,6.5,Yes,Low,No
STU00241,22,Female,4,Arts,Day Scholar,67.5,4.1,6.86,0.0,,3.1,2,5.0,Yes,Upper-Middle,3.9,3.8,5.3,6.9,5.1,6.2,No,Medium,Yes
STU00242,19,Female,3,Science,Day Scholar,95.4,0.0,8.77,1.0,4.9,5.0,3,6.8,No,Lower-Middle,,,8.0,5.3,10.0,5.2,No,Low,No
STU00243,25,Male,1,Engineering,Day Scholar,78.7,2.5,6.57,1.0,6.3,4.7,5,2.9,Yes,Upper-Middle,3.8,8.0,2.0,9.2,3.4,4.8,No,Medium,No
STU00244,20,Female,1,Engineering,Day Scholar,88.5,6.0,5.95,1.0,5.7,5.5,5,4.1,No,Low,0.0,7.0,4.4,3.8,2.5,6.3,No,Low,No
STU00245,17,Male,1,Medicine,Hostel,82.8,3.0,5.23,1.0,6.0,4.9,2,4.4,Yes,Middle,8.1,7.6,6.3,2.7,3.9,5.2,No,High,Yes
STU00246,20,Male,2,Science,Day Scholar,,3.7,6.56,1.0,8.6,5.9,1,7.0,No,Lower-Middle,9.4,5.3,6.1,4.8,1.7,5.2,Yes,Medium,Yes
STU00247,17,Female,1,Engineering,Day Scholar,87.4,5.8,6.92,,6.5,8.2,0,7.3,No,Low,4.7,9.6,4.6,3.1,8.2,4.6,No,Low,Yes
STU00248,21,Male,3,Medicine,PG/Rented,80.8,3.0,5.48,0.0,6.8,6.7,1,1.2,Yes,,6.0,6.3,5.0,5.5,3.1,3.7,Yes,High,Yes
STU00249,20,Male,2,Engineering,Day Scholar,60.1,4.5,6.45,0.0,5.1,5.6,1,7.0,No,Lower-Middle,5.4,1.3,6.2,5.2,3.5,1.8,No,High,Yes
STU00250,24,Female,1,Business,Day Scholar,94.3,3.9,6.06,0.0,7.1,3.1,1,7.4,No,Upper-Middle,2.0,6.7,4.7,,,2.1,No,Low,No
STU00251,24,Male,1,Engineering,Day Scholar,90.3,4.2,5.29,1.0,7.1,3.9,2,7.2,No,Middle,7.4,,3.4,4.0,1.9,3.7,No,Medium,Yes
STU00252,23,Female,1,Science,Day Scholar,46.4,3.8,8.25,2.0,6.9,7.4,2,3.9,No,Low,7.7,7.2,5.1,5.7,5.4,4.3,Yes,High,Yes
STU00253,19,Male,4,Science,Day Scholar,68.2,2.3,8.5,0.0,4.4,,1,4.5,No,Upper-Middle,2.6,5.6,5.9,5.4,3.9,2.6,No,Low,Yes
STU00254,17,Female,1,Engineering,Hostel,93.6,2.5,8.24,0.0,5.3,3.4,1,1.9,No,Middle,5.8,2.2,,6.8,1.7,,Yes,Low,Yes
STU00255,17,Female,3,Medicine,Day Scholar,50.6,1.8,6.68,1.0,8.4,10.1,1,0.8,No,Lower-Middle,4.4,5.1,6.3,2.5,4.7,3.8,Yes,Medium,Yes
STU00256,19,Female,4,Business,PG/Rented,92.2,0.6,6.77,0.0,5.2,8.9,2,4.3,Yes,Lower-Middle,,5.3,7.4,3.0,6.3,6.3,No,High,Yes
STU00257,22,Female,3,Business,Day Scholar,75.9,5.2,5.31,1.0,8.6,5.2,2,5.2,No,Low,4.8,5.0,4.8,3.7,4.6,0.3,No,Low,No
STU00258,23,Male,4,Engineering,Hostel,98.1,3.2,7.38,1.0,5.4,3.1,1,5.4,No,High,4.9,7.8,4.8,2.6,6.8,,No,Low,No
STU00259,22,,2,Engineering,Day Scholar,78.0,5.1,7.04,1.0,6.4,7.1,3,6.6,Yes,Middle,,5.8,4.0,6.3,9.1,4.8,No,Medium,No
STU00260,22,Male,4,Engineering,PG/Rented,67.2,5.7,10.0,2.0,5.9,4.4,2,10.0,No,Low,2.0,9.5,5.2,,7.2,7.1,No,Low,Yes
STU00261,22,Female,1,Arts,Hostel,82.6,3.3,8.32,0.0,4.9,7.5,1,4.2,No,Upper-Middle,5.6,6.0,4.4,7.4,6.0,8.8,Yes,Medium,No
STU00262,19,Male,1,Medicine,PG/Rented,77.5,1.1,7.24,0.0,5.0,4.4,1,2.9,Yes,Lower-Middle,,9.2,8.4,4.7,7.2,3.8,No,High,Yes
STU00263,22,Female,3,Arts,PG/Rented,65.8,2.9,6.74,2.0,5.1,9.1,1,6.1,Yes,Lower-Middle,3.6,7.0,5.7,4.0,10.0,3.8,No,High,Yes
STU00264,24,Male,4,Engineering,Day Scholar,100.0,2.1,8.2,1.0,6.4,4.4,3,5.4,Yes,Lower-Middle,9.7,7.1,1.2,2.9,2.5,4.2,No,Medium,Yes
STU00265,18,Female,4,Engineering,PG/Rented,63.4,0.0,5.52,0.0,7.5,10.7,1,3.9,No,Middle,5.8,5.0,6.6,7.9,6.8,5.0,No,High,Yes
STU00266,21,Female,1,Engineering,PG/Rented,44.4,2.4,8.4,2.0,6.3,5.9,5,6.8,No,Low,6.5,3.5,8.9,4.5,3.4,,Yes,High,Yes
STU00267,17,Female,1,Business,PG/Rented,100.0,3.1,5.28,4.0,6.1,8.5,1,3.4,No,Middle,6.9,6.3,6.5,3.4,6.0,4.7,No,High,Yes
STU00268,17,Male,4,Science,Day Scholar,69.2,2.2,6.01,0.0,8.0,4.3,3,4.7,Yes,Upper-Middle,4.3,10.0,7.9,6.7,2.7,1.8,No,Medium,Yes
STU00269,21,Female,1,Engineering,Hostel,73.5,2.0,4.23,1.0,6.3,2.6,5,4.9,No,Lower-Middle,7.9,5.5,6.9,4.3,7.1,1.2,Yes,Low,No
STU00270,19,Male,3,Science,Hostel,,1.2,7.66,1.0,5.4,0.5,1,3.1,No,Lower-Middle,7.4,,7.5,2.7,6.1,5.9,No,Medium,Yes
STU00271,20,Male,4,Medicine,Day Scholar,69.5,3.5,7.15,1.0,4.7,8.3,0,1.6,No,Lower-Middle,4.7,6.1,7.4,3.1,8.6,,No,High,Yes
STU00272,19,Male,2,Business,Hostel,66.5,6.2,6.01,0.0,8.1,5.6,3,,No,Middle,7.2,10.0,7.4,5.2,,6.2,No,Medium,Yes
STU00273,17,Male,2,Science,Day Scholar,63.0,5.2,5.5,0.0,5.7,2.8,2,7.7,No,High,7.9,8.2,6.1,2.6,4.9,4.9,No,Low,Yes
STU00274,17,Female,2,Arts,PG/Rented,79.0,,8.73,2.0,5.3,8.4,0,6.9,,Lower-Middle,6.8,9.2,,4.8,4.9,1.6,No,Low,Yes
STU00275,21,Female,1,Arts,PG/Rented,72.0,4.3,6.61,3.0,5.2,8.0,0,7.1,No,Low,3.1,2.1,3.3,3.1,10.0,7.6,Yes,Medium,Yes
STU00276,22,Male,4,Arts,Day Scholar,89.0,3.0,5.73,2.0,8.0,8.5,2,3.4,No,Lower-Middle,4.8,4.7,3.4,2.9,6.8,4.6,Yes,Low,No
STU00277,19,Male,2,Business,PG/Rented,85.2,0.3,9.49,3.0,5.3,2.6,1,,Yes,Lower-Middle,6.1,4.8,0.4,3.9,8.3,3.0,No,Low,No
STU00278,25,Male,4,Engineering,PG/Rented,,2.6,5.88,0.0,7.7,8.2,2,2.2,No,Middle,,9.0,4.6,5.4,7.0,,Yes,Low,No
STU00279,21,Male,1,Business,Day Scholar,79.6,1.6,8.39,0.0,5.9,6.3,2,5.3,No,Low,3.3,8.0,,5.7,7.4,,Yes,Medium,No
STU00280,24,Other,4,Business,Hostel,71.7,3.4,5.19,0.0,4.4,8.6,2,7.8,Yes,Lower-Middle,4.3,8.8,2.6,7.0,2.4,5.2,No,High,Yes
STU00281,17,Male,2,Arts,Day Scholar,63.1,5.2,6.3,1.0,5.7,6.7,3,7.8,No,Middle,5.8,2.4,7.0,3.3,4.3,4.3,No,High,Yes
STU00282,21,Male,1,Engineering,Day Scholar,88.3,6.4,7.5,1.0,6.2,5.9,2,9.1,No,Lower-Middle,1.5,8.9,6.6,8.1,,8.5,No,Low,No
STU00283,19,Male,1,Medicine,,76.2,3.3,6.72,1.0,6.0,8.3,1,7.0,Yes,Middle,5.0,8.0,6.0,10.0,5.6,5.5,Yes,Medium,Yes
STU00284,17,Female,3,Science,Day Scholar,71.9,0.5,7.14,0.0,6.0,7.4,2,6.0,No,Low,6.6,4.5,7.9,4.1,5.3,8.4,No,High,Yes
STU00285,20,Other,3,Business,Hostel,65.2,3.3,6.05,0.0,5.7,7.9,2,6.7,No,High,5.7,6.1,,1.1,2.1,2.6,No,Medium,Yes
STU00286,21,Female,4,Engineering,Day Scholar,62.6,3.3,4.56,1.0,5.0,4.4,2,6.4,,Lower-Middle,3.0,4.5,8.5,1.2,5.6,3.8,No,High,Yes
STU00287,23,Female,1,Medicine,PG/Rented,100.0,,,1.0,6.2,5.1,4,,Yes,High,3.4,6.3,5.1,3.9,,6.3,No,Medium,Yes
STU00288,17,Female,1,Science,Day Scholar,83.0,3.2,6.13,6.0,7.0,1.7,4,2.0,No,Lower-Middle,8.4,7.5,6.2,3.5,7.1,,Yes,Medium,No
STU00289,19,Male,2,Science,PG/Rented,61.6,3.3,7.2,0.0,4.0,4.3,0,6.8,Yes,Upper-Middle,2.8,9.6,,5.0,5.7,4.5,No,Medium,Yes
STU00290,18,Female,2,Engineering,PG/Rented,82.3,2.2,,0.0,8.1,7.2,3,9.2,No,Lower-Middle,7.7,4.4,3.7,6.1,8.1,2.3,No,Medium,Yes
STU00291,25,Female,2,Business,PG/Rented,93.9,2.7,7.23,0.0,2.0,6.7,1,6.8,Yes,Middle,3.6,5.5,2.8,2.2,5.9,0.1,No,Low,Yes
STU00292,22,Female,4,,PG/Rented,80.5,4.0,5.81,1.0,6.3,3.3,3,1.2,No,Lower-Middle,7.6,4.1,6.7,4.6,4.5,4.1,No,Medium,Yes
STU00293,19,Female,4,Engineering,PG/Rented,98.6,0.0,8.42,2.0,6.9,,3,4.0,Yes,Middle,6.2,8.2,8.2,3.9,2.2,4.1,Yes,Medium,No
STU00294,24,Female,4,Science,Day Scholar,,2.7,7.52,2.0,5.3,12.0,2,,Yes,Middle,4.2,3.0,6.0,9.5,4.7,4.8,No,High,Yes
STU00295,24,Female,3,Science,Hostel,48.1,4.3,7.08,1.0,3.0,3.5,2,1.3,Yes,Middle,0.9,6.9,6.5,2.0,3.8,1.6,Yes,Medium,No
STU00296,18,Other,2,Arts,,81.9,5.8,7.05,1.0,6.1,5.0,1,2.2,No,Middle,5.9,3.8,,3.3,6.3,2.7,Yes,Low,No
STU00297,22,,2,Medicine,Day Scholar,82.1,2.6,9.16,2.0,6.5,4.1,2,4.9,No,Low,5.4,6.6,6.3,5.1,4.6,5.3,No,High,Yes
STU00298,23,Female,2,Arts,Hostel,30.0,5.1,5.78,0.0,4.5,5.3,0,5.5,Yes,Lower-Middle,6.0,9.0,1.3,3.3,,5.7,No,Medium,Yes
STU00299,18,,4,Business,Hostel,68.6,5.9,7.38,2.0,5.0,6.1,1,3.0,No,Middle,6.2,5.4,,,8.3,4.9,Yes,Low,Yes
STU00300,18,Male,1,Business,PG/Rented,62.9,2.6,6.06,1.0,7.6,4.0,2,2.2,Yes,Low,,7.0,8.2,2.8,2.5,3.8,No,High,Yes
